 0.3396000000000000E+04, 0.4282837564100000E+05, 0.1900000000000000E-04,  110,  110,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    0,-0.8750222171673000E-03, 0.0000000000000000E+00, 0.1405082081789000E-10, 0.0000000000000000E+00             
    2,    1, 0.3669351406294999E-09,-0.3131842949130999E-10, 0.6207093975748000E-11, 0.6228738761788001E-11             
    2,    2,-0.8463586483307999E-04, 0.4893453540654000E-04, 0.3719052053616001E-11, 0.4547139721736001E-11             
    3,    0,-0.1189685182432000E-04, 0.0000000000000000E+00, 0.1069331191776000E-10, 0.0000000000000000E+00             
    3,    1, 0.3804282808928000E-05, 0.2517723319666000E-04, 0.6480416740334999E-11, 0.6519028905252000E-11             
    3,    2,-0.1594791900598000E-04, 0.8361448533878001E-05, 0.5427889064608999E-11, 0.5476024817422999E-11             
    3,    3, 0.3505407836913999E-04, 0.2557436736190999E-04, 0.3929764794169999E-11, 0.4165244069441000E-11             
    4,    0, 0.5129097385095001E-05, 0.0000000000000000E+00, 0.1143556287142000E-10, 0.0000000000000000E+00             
    4,    1, 0.4216309347319999E-05, 0.3763351487890999E-05, 0.7948599268506996E-11, 0.8020346852899001E-11             
    4,    2,-0.9525509211804002E-06,-0.8980854671728999E-05, 0.6527018272844000E-11, 0.6564914136543000E-11             
    4,    3, 0.6456866644575001E-05,-0.1932059377757000E-06, 0.4704704556566999E-11, 0.4706629570999001E-11             
    4,    4, 0.3097444714227000E-06,-0.1287302417669000E-04, 0.3012343452110000E-11, 0.2835983409789000E-11             
    5,    0,-0.1726895014689000E-05, 0.0000000000000000E+00, 0.1164713994879000E-10, 0.0000000000000000E+00             
    5,    1, 0.4837706014382000E-06, 0.2123124854215000E-05, 0.8665587509334999E-11, 0.8727427699375999E-11             
    5,    2,-0.4298104578106999E-05,-0.1165934697957000E-05, 0.7511456416487000E-11, 0.7602195653905000E-11             
    5,    3, 0.3312673430828000E-05, 0.2717149526983000E-06, 0.6131495735564999E-11, 0.6129561048016001E-11             
    5,    4,-0.4640372150607000E-05,-0.3382090934133999E-05, 0.4437527783706000E-11, 0.4439761224041000E-11             
    5,    5,-0.4449809239991000E-05, 0.3779829304883000E-05, 0.2995378018791000E-11, 0.2999674009512000E-11             
    6,    0, 0.1346543850227000E-05, 0.0000000000000000E+00, 0.1252532858919000E-10, 0.0000000000000000E+00             
    6,    1, 0.1802398385217000E-05,-0.1518448874041000E-05, 0.9461247198617000E-11, 0.9518497412926998E-11             
    6,    2, 0.8616520266604999E-06, 0.1469140465477000E-05, 0.8540655460547999E-11, 0.8660261465842002E-11             
    6,    3, 0.9556444846688001E-06, 0.3330149637349000E-06, 0.7358371973299001E-11, 0.7354930589938999E-11             
    6,    4, 0.1008432106902000E-05, 0.2638780936565000E-05, 0.5949083355620001E-11, 0.5922801752319000E-11             
    6,    5, 0.1657659047506000E-05, 0.1622913601663000E-05, 0.4415437074944000E-11, 0.4411074548049000E-11             
    6,    6, 0.2762090727083000E-05, 0.8218280590236001E-06, 0.2793517072048000E-11, 0.2807652631116000E-11             
    7,    0, 0.1059829207857000E-05, 0.0000000000000000E+00, 0.1337592351575000E-10, 0.0000000000000000E+00             
    7,    1, 0.1374994791275000E-05,-0.2273324091113000E-06, 0.1032975841610000E-10, 0.1038871837468000E-10             
    7,    2, 0.2814020997655000E-05,-0.6295149472716001E-06, 0.9526460930443001E-11, 0.9681030079279999E-11             
    7,    3, 0.8805007395651002E-06,-0.3969019636652000E-06, 0.8562503230795000E-11, 0.8565184493682999E-11             
    7,    4, 0.2469015333243000E-05,-0.4221627806895000E-06, 0.7293301742942000E-11, 0.7254199142596002E-11             
    7,    5,-0.1914889859051000E-06,-0.1358558031754000E-05, 0.5925542043431001E-11, 0.5918024875962002E-11             
    7,    6,-0.5592671155376000E-06,-0.1901458222182000E-05, 0.4269760285384000E-11, 0.4264753899376999E-11             
    7,    7, 0.4407572012470000E-06,-0.1775578673430000E-05, 0.2675930650401999E-11, 0.2664544754279000E-11             
    8,    0, 0.1444404754944000E-06, 0.0000000000000000E+00, 0.1420451976421000E-10, 0.0000000000000000E+00             
    8,    1,-0.1325390936354000E-06, 0.7505455226430000E-06, 0.1126653298094000E-10, 0.1131521885099000E-10             
    8,    2, 0.1810373860406000E-05, 0.5071656553342998E-06, 0.1059986977216000E-10, 0.1078679498404000E-10             
    8,    3,-0.1206916693583000E-05,-0.1341432146034000E-05, 0.9747011562522999E-11, 0.9753258133568002E-11             
    8,    4, 0.1588293689104000E-05, 0.1483187128519000E-06, 0.8637196817236001E-11, 0.8584356618643998E-11             
    8,    5,-0.2791513754339000E-05,-0.1630200924016001E-05, 0.7347117979480999E-11, 0.7345348357913998E-11             
    8,    6,-0.9141050129427001E-06,-0.1790077854570000E-05, 0.5954585261077999E-11, 0.5958891148081000E-11             
    8,    7,-0.4739785177040001E-06, 0.1644602583282000E-05, 0.4498401933359001E-11, 0.4492357894241999E-11             
    8,    8,-0.3106010854034000E-06,-0.2503541930098000E-06, 0.2717978369851999E-11, 0.2717276999614000E-11             
    9,    0,-0.2873968549666000E-06, 0.0000000000000000E+00, 0.1399437971972000E-10, 0.0000000000000000E+00             
    9,    1, 0.4209960192536999E-06,-0.4901949692322000E-06, 0.1230446194862000E-10, 0.1234813840023000E-10             
    9,    2, 0.1138712441662000E-05, 0.3822469142506001E-06, 0.1167210657581000E-10, 0.1189210511642000E-10             
    9,    3,-0.9935503979552999E-06,-0.1007717243039000E-05, 0.1098158618189000E-10, 0.1100018282617000E-10             
    9,    4, 0.2948078161495000E-06, 0.1623611577512000E-05, 0.9968618043905000E-11, 0.9895898136688000E-11             
    9,    5,-0.2271676246899000E-05,-0.1549632021705000E-05, 0.8772224623444000E-11, 0.8762935297669001E-11             
    9,    6, 0.8084961361306998E-06, 0.5778814559320999E-06, 0.7453248225990001E-11, 0.7457413870769002E-11             
    9,    7,-0.6181358420135002E-06, 0.8687893503869002E-06, 0.6096858590254001E-11, 0.6091562574076001E-11             
    9,    8, 0.1208115622351000E-05,-0.1461750901679999E-06, 0.4357755046284001E-11, 0.4357004317844000E-11             
    9,    9,-0.1171732975847000E-05,-0.6580905885765000E-06, 0.2450738937371000E-11, 0.2457648515813000E-11             
   10,    0, 0.7268736890787999E-06, 0.0000000000000000E+00, 0.1398188968409000E-10, 0.0000000000000000E+00             
   10,    1, 0.9239744729445000E-06, 0.2232404729807000E-06, 0.1340775848176000E-10, 0.1344444829186000E-10             
   10,    2, 0.7099004701805000E-08,-0.1115796893452000E-05, 0.1285568859446000E-10, 0.1311179450827000E-10             
   10,    3,-0.2990650877323000E-06, 0.4435496951367000E-06, 0.1223931281076000E-10, 0.1226604801642000E-10             
   10,    4,-0.1213937691644000E-05,-0.6987473706070001E-07, 0.1135559297556000E-10, 0.1126963371604000E-10             
   10,    5, 0.4215775932972000E-06,-0.1062846147969000E-05, 0.1021599489256000E-10, 0.1020298871759000E-10             
   10,    6, 0.6694031372046999E-06, 0.1117227455734000E-05, 0.8993418975728000E-11, 0.9002462836917001E-11             
   10,    7, 0.3179744736365000E-06,-0.6201811340881001E-06, 0.7703214792578001E-11, 0.7693686907400002E-11             
   10,    8, 0.5404210955483000E-06, 0.8206889582226001E-06, 0.6256197556793999E-11, 0.6245345251223001E-11             
   10,    9,-0.1457153463028000E-05,-0.1463925755399000E-05, 0.4701064806584999E-11, 0.4703585579369999E-11             
   10,   10,-0.2749907798463001E-06, 0.7532015544117000E-06, 0.2608696261971000E-11, 0.2602900301726000E-11             
   11,    0,-0.2662372332697000E-06, 0.0000000000000000E+00, 0.1496467733740000E-10, 0.0000000000000000E+00             
   11,    1,-0.8169043055938003E-06,-0.2213490739971000E-06, 0.1464452070766000E-10, 0.1467360600054000E-10             
   11,    2,-0.3135352605709001E-06,-0.9940259940097999E-06, 0.1409701383513000E-10, 0.1439467698814001E-10             
   11,    3,-0.1303066624340000E-05, 0.7651823850703000E-06, 0.1358488405526000E-10, 0.1362009177687000E-10             
   11,    4,-0.1574029887409000E-05,-0.6446900822890001E-06, 0.1278224477755000E-10, 0.1268163002086000E-10             
   11,    5, 0.1356359189170000E-05, 0.8993009822820000E-06, 0.1170941177423000E-10, 0.1169651530384000E-10             
   11,    6,-0.2447488044263000E-06, 0.2058736709764999E-07, 0.1054001111968000E-10, 0.1055028715542000E-10             
   11,    7, 0.6606480842489000E-06,-0.8648214376225999E-06, 0.9303805186830001E-11, 0.9288835523409002E-11             
   11,    8,-0.1182240494893000E-05, 0.7667582687847001E-06, 0.7919107992744999E-11, 0.7907235175051000E-11             
   11,    9,-0.4151118187127000E-06,-0.4195534510367001E-06, 0.6473382242104000E-11, 0.6474823088762999E-11             
   11,   10, 0.3327326964839000E-06, 0.1966766089970000E-05, 0.4601575559801000E-11, 0.4583775316469000E-11             
   11,   11,-0.4485612719711999E-07,-0.3234771495127000E-06, 0.2327654472160000E-11, 0.2327968505136000E-11             
   12,    0, 0.2600783989020999E-06, 0.0000000000000000E+00, 0.1630349627881000E-10, 0.0000000000000000E+00             
   12,    1,-0.1126800902602000E-05,-0.5128086568891001E-07, 0.1600875271428001E-10, 0.1602732895801000E-10             
   12,    2,-0.9756756791987996E-07, 0.5330582641174999E-06, 0.1547631817441000E-10, 0.1581934964993000E-10             
   12,    3,-0.1442051405242000E-05, 0.3146430815717999E-06, 0.1502007428871000E-10, 0.1507021002404000E-10             
   12,    4,-0.1014198735586000E-06, 0.1235813648226000E-06, 0.1430136251022000E-10, 0.1418194527712000E-10             
   12,    5, 0.7201556626258000E-06, 0.1001780916917000E-05, 0.1327927791135000E-10, 0.1326029286550000E-10             
   12,    6,-0.4031417295616000E-06,-0.1629951354654000E-05, 0.1215936077516000E-10, 0.1217701952573000E-10             
   12,    7, 0.4044708458921001E-06,-0.1127229224454000E-06, 0.1097813059282000E-10, 0.1095966487694000E-10             
   12,    8,-0.1603893292238000E-05,-0.3883031240722001E-06, 0.9671076180179998E-11, 0.9658829939923999E-11             
   12,    9, 0.7083349822917000E-06, 0.4768983019070000E-06, 0.8263725148220003E-11, 0.8261530703686002E-11             
   12,   10, 0.4881001082642000E-06, 0.1378432496177000E-05, 0.6754426464698000E-11, 0.6745142384319001E-11             
   12,   11, 0.8652915828544000E-06,-0.1654757468763000E-05, 0.4991213063318999E-11, 0.4975844299066001E-11             
   12,   12,-0.6646336735642000E-08,-0.8922380916130999E-07, 0.2731441940619000E-11, 0.2735618901553000E-11             
   13,    0,-0.4907157303735001E-06, 0.0000000000000000E+00, 0.1771194062996000E-10, 0.0000000000000000E+00             
   13,    1,-0.5696114711366000E-06, 0.2258601411894000E-06, 0.1749680673785000E-10, 0.1750195879774000E-10             
   13,    2, 0.1920185328175000E-06, 0.8538405717215001E-06, 0.1694930868243000E-10, 0.1734168221689000E-10             
   13,    3, 0.2160279972042000E-06, 0.1816065952521000E-06, 0.1656959008803000E-10, 0.1663304925354000E-10             
   13,    4, 0.1713858596922000E-06, 0.6898485449797000E-06, 0.1591204059714000E-10, 0.1577134707231000E-10             
   13,    5, 0.6082366840091002E-08,-0.4051274116692000E-06, 0.1492877267357000E-10, 0.1490325712792000E-10             
   13,    6, 0.4404071469954001E-07,-0.9327139690820998E-06, 0.1385235294822000E-10, 0.1387325944928000E-10             
   13,    7,-0.7710568814882000E-06, 0.3975602508180001E-06, 0.1270001017643000E-10, 0.1267815965306000E-10             
